feature_set,threshold,policy,shuffle_seed,manifest_scenarios,duplicates_removed,unique_vectors,selected,retention_manifest_pct,retention_unique_pct,max_abs_r,pairs_above_threshold,elapsed_s,out_dir
full46,0.7,strict,86,100800,23040,77760,151,0.1498015873015873,0.19418724279835392,0.6998353827078867,0,10.960024356842041,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_086
full46,0.7,strict,87,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.6999064535311462,0,10.54377293586731,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_087
full46,0.7,strict,88,100800,23040,77760,149,0.14781746031746032,0.19161522633744857,0.699887043784106,0,10.455845594406128,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_088
full46,0.7,strict,89,100800,23040,77760,155,0.15376984126984128,0.1993312757201646,0.6999855218299935,0,10.574041843414307,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_089
full46,0.7,strict,90,100800,23040,77760,150,0.1488095238095238,0.19290123456790123,0.6998768677941605,0,10.625536918640137,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_090
full46,0.7,strict,91,100800,23040,77760,149,0.14781746031746032,0.19161522633744857,0.6998431738317912,0,10.886263608932495,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_091
full46,0.7,strict,92,100800,23040,77760,143,0.14186507936507936,0.1838991769547325,0.6994509511223035,0,10.47740125656128,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_092
full46,0.7,strict,93,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.6997522569096812,0,10.339461088180542,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_093
full46,0.7,strict,94,100800,23040,77760,144,0.14285714285714285,0.18518518518518517,0.6999783345490638,0,10.211105823516846,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_094
full46,0.7,strict,95,100800,23040,77760,154,0.1527777777777778,0.19804526748971193,0.6997872086717263,0,10.11422085762024,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_095
full46,0.7,strict,96,100800,23040,77760,150,0.1488095238095238,0.19290123456790123,0.6996896674327272,0,10.511765956878662,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_096
full46,0.7,strict,97,100800,23040,77760,147,0.14583333333333334,0.18904320987654322,0.6999473319525782,0,10.670074939727783,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_097
full46,0.7,strict,98,100800,23040,77760,145,0.14384920634920634,0.18647119341563786,0.6996737157045668,0,10.01203727722168,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_098
full46,0.7,strict,99,100800,23040,77760,153,0.15178571428571427,0.19675925925925927,0.6992226629738175,0,10.651474475860596,/home/raul/Documents/the-one/scenarios/scenario_space_v1/pruning/full46_r070/seed_099
